Date,SKU,Stock Level,Reorder Level,Cost Price,,Reorder Quantity
05-01-2024,SKU0059,122,107,43.47,,0
06-01-2024,SKU0059,214,85,15.75,,0
07-01-2024,SKU0059,261,117,30,,0
08-01-2024,SKU0059,402,137,42.3,,0
09-01-2024,SKU0059,331,109,44.28,,0
10-01-2024,SKU0059,345,63,17.93,,0
11-01-2024,SKU0059,412,74,9.69,,0
12-01-2024,SKU0059,122,120,15.48,,0
13-01-2024,SKU0059,251,128,47.55,,0
14-01-2024,SKU0059,319,93,25.81,,0
15-01-2024,SKU0059,397,95,23.84,,0
16-01-2024,SKU0059,336,62,5.59,,0
17-01-2024,SKU0059,157,111,7.3,,0
18-01-2024,SKU0059,326,68,35.09,,0
19-01-2024,SKU0059,148,61,31.54,,0
20-01-2024,SKU0059,64,139,30.9,,75
21-01-2024,SKU0059,368,97,9.96,,0
22-01-2024,SKU0059,357,82,20.84,,0
23-01-2024,SKU0059,3,128,41.56,,125
24-01-2024,SKU0059,173,86,12.87,,0
25-01-2024,SKU0059,135,55,44.72,,0
26-01-2024,SKU0059,401,138,10.47,,0
27-01-2024,SKU0059,243,130,12.61,,0
28-01-2024,SKU0059,59,92,26.5,,33
29-01-2024,SKU0059,44,149,47.54,,105
30-01-2024,SKU0059,71,99,19.83,,28
01-01-2024,SKU0060,94,95,34.62,,1
02-01-2024,SKU0060,30,122,31.49,,92
03-01-2024,SKU0060,155,77,11.73,,0
04-01-2024,SKU0060,375,148,16.17,,0
05-01-2024,SKU0060,239,116,46.86,,0
06-01-2024,SKU0060,63,60,13.32,,0
07-01-2024,SKU0060,420,69,36.28,,0
08-01-2024,SKU0060,322,136,48.41,,0
09-01-2024,SKU0060,108,79,10.38,,0
10-01-2024,SKU0060,462,85,22.96,,0
11-01-2024,SKU0060,67,125,15.08,,58
12-01-2024,SKU0060,34,149,14.97,,115
13-01-2024,SKU0060,250,148,10.35,,0
14-01-2024,SKU0060,353,147,34.23,,0
15-01-2024,SKU0060,35,117,38.59,,82
16-01-2024,SKU0060,440,137,35.46,,0
17-01-2024,SKU0060,453,85,46.61,,0
18-01-2024,SKU0060,131,107,11.56,,0
19-01-2024,SKU0060,304,77,19.39,,0
20-01-2024,SKU0060,221,88,20.51,,0
21-01-2024,SKU0060,166,115,15.44,,0
22-01-2024,SKU0060,273,92,11.4,,0
23-01-2024,SKU0060,59,54,26.9,,0
24-01-2024,SKU0060,341,141,42.55,,0
25-01-2024,SKU0060,393,62,47.95,,0
26-01-2024,SKU0060,112,149,10.82,,37
27-01-2024,SKU0060,220,58,42.04,,0
28-01-2024,SKU0060,278,143,42.11,,0
29-01-2024,SKU0060,67,106,22.5,,39
30-01-2024,SKU0060,314,76,9.95,,0
01-01-2024,SKU0061,466,110,49.55,,0
02-01-2024,SKU0061,345,126,34.5,,0
03-01-2024,SKU0061,262,99,49.2,,0
04-01-2024,SKU0061,268,141,26.76,,0
05-01-2024,SKU0061,130,131,22.78,,1
06-01-2024,SKU0061,423,83,16.12,,0
07-01-2024,SKU0061,266,134,49.26,,0
08-01-2024,SKU0061,207,114,16.4,,0
09-01-2024,SKU0061,211,94,6.07,,0
10-01-2024,SKU0061,50,136,28.06,,86
11-01-2024,SKU0061,470,83,21.97,,0
12-01-2024,SKU0061,406,149,16.76,,0
13-01-2024,SKU0061,287,122,33.56,,0
14-01-2024,SKU0061,424,57,21.39,,0
15-01-2024,SKU0061,41,143,23.1,,102
16-01-2024,SKU0061,246,97,6.04,,0
17-01-2024,SKU0061,421,85,31.51,,0
18-01-2024,SKU0061,194,149,10.49,,0
19-01-2024,SKU0061,243,131,14.62,,0
20-01-2024,SKU0061,199,115,37.27,,0
21-01-2024,SKU0061,357,60,19.1,,0
22-01-2024,SKU0061,120,101,12.34,,0
23-01-2024,SKU0061,487,85,30.98,,0
24-01-2024,SKU0061,333,144,14.67,,0
25-01-2024,SKU0061,327,80,17.19,,0
26-01-2024,SKU0061,202,73,32.96,,0
27-01-2024,SKU0061,105,70,38.29,,0
28-01-2024,SKU0061,249,145,38.28,,0
29-01-2024,SKU0061,374,79,26.7,,0
30-01-2024,SKU0061,425,121,25.44,,0
01-01-2024,SKU0062,426,146,40.44,,0
02-01-2024,SKU0062,288,113,13.69,,0
03-01-2024,SKU0062,78,88,11.85,,10
04-01-2024,SKU0062,164,50,34.91,,0
05-01-2024,SKU0062,333,146,23.43,,0
06-01-2024,SKU0062,118,91,36.95,,0
07-01-2024,SKU0062,473,126,16.55,,0
08-01-2024,SKU0062,56,135,19.62,,79
09-01-2024,SKU0062,447,54,45.35,,0
10-01-2024,SKU0062,447,61,23.97,,0
11-01-2024,SKU0062,187,78,31.59,,0
12-01-2024,SKU0062,51,52,9.8,,1
13-01-2024,SKU0062,71,110,13.05,,39
14-01-2024,SKU0062,240,100,6.61,,0
15-01-2024,SKU0062,323,85,24.1,,0
16-01-2024,SKU0062,99,124,49.5,,25
17-01-2024,SKU0062,337,139,44.32,,0
18-01-2024,SKU0062,154,51,33.48,,0
19-01-2024,SKU0062,58,78,43.75,,20
20-01-2024,SKU0062,274,90,31.74,,0
21-01-2024,SKU0062,258,78,21.59,,0
22-01-2024,SKU0062,200,149,12.81,,0
23-01-2024,SKU0062,294,113,34.39,,0
24-01-2024,SKU0062,321,107,13.69,,0
25-01-2024,SKU0062,328,132,23.78,,0
26-01-2024,SKU0062,439,59,42.16,,0
27-01-2024,SKU0062,389,60,10.82,,0
28-01-2024,SKU0062,485,56,10.81,,0
29-01-2024,SKU0062,283,126,15.1,,0
30-01-2024,SKU0062,175,110,29.84,,0
01-01-2024,SKU0063,97,115,16.33,,18
02-01-2024,SKU0063,348,143,27.64,,0
03-01-2024,SKU0063,431,135,18.59,,0
04-01-2024,SKU0063,450,102,27.78,,0
05-01-2024,SKU0063,181,114,17.49,,0
06-01-2024,SKU0063,381,76,49.1,,0
07-01-2024,SKU0063,271,56,27.17,,0
08-01-2024,SKU0063,491,114,38.46,,0
09-01-2024,SKU0063,34,107,36.52,,73
10-01-2024,SKU0063,330,74,27.08,,0
11-01-2024,SKU0063,362,97,15.75,,0
12-01-2024,SKU0063,86,53,27.98,,0
13-01-2024,SKU0063,157,143,35.64,,0
14-01-2024,SKU0063,431,57,25.7,,0
15-01-2024,SKU0063,324,134,8.69,,0
16-01-2024,SKU0063,115,117,5.81,,2
17-01-2024,SKU0063,7,109,19.75,,102
18-01-2024,SKU0063,106,53,11.76,,0
19-01-2024,SKU0063,106,57,45.78,,0
20-01-2024,SKU0063,113,139,12.91,,26
21-01-2024,SKU0063,434,142,22.74,,0
22-01-2024,SKU0063,9,65,37.04,,56
23-01-2024,SKU0063,283,68,41.69,,0
24-01-2024,SKU0063,419,50,26.5,,0
25-01-2024,SKU0063,59,83,13.15,,24
26-01-2024,SKU0063,265,142,17.19,,0
27-01-2024,SKU0063,397,140,23.85,,0
28-01-2024,SKU0063,101,94,21.41,,0
29-01-2024,SKU0063,62,112,20.69,,50
30-01-2024,SKU0063,484,143,10.93,,0
01-01-2024,SKU0064,174,55,46.1,,0
02-01-2024,SKU0064,196,85,6.34,,0
03-01-2024,SKU0064,311,115,24.8,,0
04-01-2024,SKU0064,389,127,49.11,,0
05-01-2024,SKU0064,221,57,34.69,,0
06-01-2024,SKU0064,402,116,20.99,,0
07-01-2024,SKU0064,435,148,11.57,,0
08-01-2024,SKU0064,189,76,48.37,,0
09-01-2024,SKU0064,127,83,5.63,,0
10-01-2024,SKU0064,432,77,35.66,,0
11-01-2024,SKU0064,333,80,44.61,,0
12-01-2024,SKU0064,394,66,6.13,,0
13-01-2024,SKU0064,45,132,37.63,,87
14-01-2024,SKU0064,68,104,49.95,,36
15-01-2024,SKU0064,300,124,33.78,,0
16-01-2024,SKU0064,350,58,23.66,,0
17-01-2024,SKU0064,363,143,44.35,,0
18-01-2024,SKU0064,57,106,29.94,,49
19-01-2024,SKU0064,415,94,38.72,,0
20-01-2024,SKU0064,215,55,31.45,,0
21-01-2024,SKU0064,114,63,6.72,,0
22-01-2024,SKU0064,9,80,14.59,,71
23-01-2024,SKU0064,396,103,8.54,,0
24-01-2024,SKU0064,366,60,9.8,,0
25-01-2024,SKU0064,499,118,5.69,,0
26-01-2024,SKU0064,268,144,23.95,,0
27-01-2024,SKU0064,291,51,13.04,,0
28-01-2024,SKU0064,85,66,43.51,,0
29-01-2024,SKU0064,383,85,38.75,,0
30-01-2024,SKU0064,456,52,30.79,,0
01-01-2024,SKU0065,377,112,27.01,,0
02-01-2024,SKU0065,146,92,16.51,,0
03-01-2024,SKU0065,499,142,26.37,,0
04-01-2024,SKU0065,117,82,33.86,,0
05-01-2024,SKU0065,134,127,40.2,,0
06-01-2024,SKU0065,14,78,8.68,,64
07-01-2024,SKU0065,336,72,36.88,,0
08-01-2024,SKU0065,301,108,38.42,,0
09-01-2024,SKU0065,205,130,30.15,,0
10-01-2024,SKU0065,232,98,14.64,,0
11-01-2024,SKU0065,303,104,29.26,,0
12-01-2024,SKU0065,65,124,27.62,,59
13-01-2024,SKU0065,461,77,26.41,,0
14-01-2024,SKU0065,3,120,25.73,,117
15-01-2024,SKU0065,2,121,9.99,,119
16-01-2024,SKU0065,258,142,13.23,,0
17-01-2024,SKU0065,202,74,9.38,,0
18-01-2024,SKU0065,324,56,15.91,,0
19-01-2024,SKU0065,239,135,16.86,,0
20-01-2024,SKU0065,92,122,16.03,,30
21-01-2024,SKU0065,283,124,14.49,,0
22-01-2024,SKU0065,22,83,38.09,,61
23-01-2024,SKU0065,285,140,41.84,,0
24-01-2024,SKU0065,317,71,19.72,,0
25-01-2024,SKU0065,86,116,18.73,,30
26-01-2024,SKU0065,50,99,42.98,,49
27-01-2024,SKU0065,296,97,33.08,,0
28-01-2024,SKU0065,469,121,18.2,,0
29-01-2024,SKU0065,319,119,37.11,,0
30-01-2024,SKU0065,42,106,20.51,,64
01-01-2024,SKU0066,203,74,31.4,,0
02-01-2024,SKU0066,346,115,49.67,,0
03-01-2024,SKU0066,57,65,18.57,,8
04-01-2024,SKU0066,58,107,46.87,,49
05-01-2024,SKU0066,167,90,19.43,,0
06-01-2024,SKU0066,173,100,29.31,,0
07-01-2024,SKU0066,317,70,25.7,,0
08-01-2024,SKU0066,432,128,40.24,,0
09-01-2024,SKU0066,371,105,7.75,,0
10-01-2024,SKU0066,206,147,33.22,,0
11-01-2024,SKU0066,110,96,39.23,,0
12-01-2024,SKU0066,22,92,26.25,,70
13-01-2024,SKU0066,427,133,9.74,,0
14-01-2024,SKU0066,232,80,16.02,,0
15-01-2024,SKU0066,427,64,35.59,,0
16-01-2024,SKU0066,274,97,45.29,,0
17-01-2024,SKU0066,171,111,23.97,,0
18-01-2024,SKU0066,10,141,30.22,,131
19-01-2024,SKU0066,59,119,15.28,,60
20-01-2024,SKU0066,421,52,23.55,,0
21-01-2024,SKU0066,231,87,20.16,,0
22-01-2024,SKU0066,234,136,34.5,,0
23-01-2024,SKU0066,2,107,49.31,,105
24-01-2024,SKU0066,143,116,41.6,,0
25-01-2024,SKU0066,479,94,13.65,,0
26-01-2024,SKU0066,229,93,31,,0
27-01-2024,SKU0066,8,57,7.99,,49
28-01-2024,SKU0066,296,115,16.11,,0
29-01-2024,SKU0066,293,120,12.75,,0
30-01-2024,SKU0066,324,110,20.1,,0
01-01-2024,SKU0067,192,66,35.55,,0
02-01-2024,SKU0067,290,120,27.47,,0
03-01-2024,SKU0067,126,146,46.98,,20
04-01-2024,SKU0067,418,85,14.57,,0
05-01-2024,SKU0067,459,117,21.39,,0
06-01-2024,SKU0067,483,129,19.84,,0
07-01-2024,SKU0067,468,70,15.62,,0
08-01-2024,SKU0067,47,131,49.69,,84
09-01-2024,SKU0067,106,95,22.43,,0
10-01-2024,SKU0067,263,95,47.32,,0
11-01-2024,SKU0067,252,141,22.57,,0
12-01-2024,SKU0067,26,65,14.18,,39
13-01-2024,SKU0067,8,71,10.36,,63
14-01-2024,SKU0067,219,55,43.5,,0
15-01-2024,SKU0067,157,143,6.44,,0
16-01-2024,SKU0067,13,105,48.4,,92
17-01-2024,SKU0067,406,94,23.82,,0
18-01-2024,SKU0067,28,107,16.13,,79
19-01-2024,SKU0067,25,77,32.79,,52
20-01-2024,SKU0067,213,66,10.98,,0
21-01-2024,SKU0067,142,85,8.25,,0
22-01-2024,SKU0067,114,61,42.25,,0
23-01-2024,SKU0067,328,99,24.11,,0
24-01-2024,SKU0067,217,108,28.32,,0
25-01-2024,SKU0067,80,61,12.95,,0
26-01-2024,SKU0067,200,149,7.76,,0
27-01-2024,SKU0067,66,111,21.55,,45
28-01-2024,SKU0067,248,89,27.78,,0
29-01-2024,SKU0067,143,142,39.44,,0
30-01-2024,SKU0067,140,51,27.55,,0
01-01-2024,SKU0068,345,142,40.21,,0
02-01-2024,SKU0068,464,143,10.19,,0
03-01-2024,SKU0068,95,149,7.88,,54
04-01-2024,SKU0068,407,74,12.15,,0
05-01-2024,SKU0068,117,134,39.74,,17
06-01-2024,SKU0068,317,135,39.17,,0
07-01-2024,SKU0068,184,123,11.36,,0
08-01-2024,SKU0068,291,80,6.39,,0
09-01-2024,SKU0068,443,96,35.84,,0
10-01-2024,SKU0068,244,109,43.49,,0
11-01-2024,SKU0068,469,122,38.93,,0
12-01-2024,SKU0068,379,147,14.13,,0
13-01-2024,SKU0068,200,90,31.27,,0
14-01-2024,SKU0068,277,99,39.08,,0
15-01-2024,SKU0068,360,72,16.51,,0
16-01-2024,SKU0068,369,61,28.75,,0
17-01-2024,SKU0068,109,120,19.15,,11
18-01-2024,SKU0068,211,145,15.15,,0
19-01-2024,SKU0068,258,132,48.63,,0
20-01-2024,SKU0068,163,71,46.07,,0
21-01-2024,SKU0068,96,105,25.06,,9
22-01-2024,SKU0068,209,65,11.16,,0
23-01-2024,SKU0068,35,107,37.76,,72
24-01-2024,SKU0068,265,121,16.51,,0
25-01-2024,SKU0068,99,143,12.58,,44
26-01-2024,SKU0068,20,100,22.17,,80
27-01-2024,SKU0068,216,55,28.84,,0
28-01-2024,SKU0068,432,51,9.38,,0
29-01-2024,SKU0068,103,111,30.73,,8
30-01-2024,SKU0068,370,147,5.69,,0
01-01-2024,SKU0069,392,142,45.13,,0
02-01-2024,SKU0069,111,91,46.43,,0
03-01-2024,SKU0069,218,92,37.99,,0
04-01-2024,SKU0069,119,101,25.99,,0
05-01-2024,SKU0069,248,107,16.47,,0
06-01-2024,SKU0069,334,69,38.49,,0
07-01-2024,SKU0069,435,105,46.93,,0
08-01-2024,SKU0069,95,116,12.13,,21
09-01-2024,SKU0069,431,108,25.96,,0
10-01-2024,SKU0069,187,97,19.19,,0
11-01-2024,SKU0069,363,84,21.05,,0
12-01-2024,SKU0069,374,57,23.26,,0
13-01-2024,SKU0069,433,125,47.83,,0
14-01-2024,SKU0069,422,81,16.64,,0
15-01-2024,SKU0069,143,142,27.17,,0
16-01-2024,SKU0069,27,94,47.82,,67
17-01-2024,SKU0069,498,134,26.42,,0
18-01-2024,SKU0069,5,116,43.86,,111
19-01-2024,SKU0069,316,76,7.64,,0
20-01-2024,SKU0069,261,52,47.89,,0
21-01-2024,SKU0069,229,106,13.44,,0
22-01-2024,SKU0069,121,114,49.1,,0
23-01-2024,SKU0069,494,69,12.9,,0
24-01-2024,SKU0069,193,120,25,,0
25-01-2024,SKU0069,104,90,18.89,,0
26-01-2024,SKU0069,423,50,24.5,,0
27-01-2024,SKU0069,198,123,16.27,,0
28-01-2024,SKU0069,474,125,48.44,,0
29-01-2024,SKU0069,61,53,18.76,,0
30-01-2024,SKU0069,283,120,34.4,,0
01-01-2024,SKU0070,79,59,11.19,,0
02-01-2024,SKU0070,174,135,42.1,,0
03-01-2024,SKU0070,8,138,29.41,,130
04-01-2024,SKU0070,179,78,49.08,,0
05-01-2024,SKU0070,270,64,24.05,,0
06-01-2024,SKU0070,161,68,13.8,,0
07-01-2024,SKU0070,275,107,20.57,,0
08-01-2024,SKU0070,205,102,38.16,,0
09-01-2024,SKU0070,59,95,34.66,,36
10-01-2024,SKU0070,185,67,40.03,,0
11-01-2024,SKU0070,74,52,8.31,,0
12-01-2024,SKU0070,93,119,31.12,,26
13-01-2024,SKU0070,66,71,46.95,,5
14-01-2024,SKU0070,1,104,9.86,,103
15-01-2024,SKU0070,177,113,9.25,,0
16-01-2024,SKU0070,141,90,37.25,,0
17-01-2024,SKU0070,439,144,19.18,,0
18-01-2024,SKU0070,476,134,34.64,,0
19-01-2024,SKU0070,452,57,29.54,,0
20-01-2024,SKU0070,43,114,49.37,,71
21-01-2024,SKU0070,173,52,45.01,,0
22-01-2024,SKU0070,389,78,35.51,,0
23-01-2024,SKU0070,391,119,16.78,,0
24-01-2024,SKU0070,294,146,16.79,,0
25-01-2024,SKU0070,230,67,44.7,,0
26-01-2024,SKU0070,235,107,31.34,,0
27-01-2024,SKU0070,92,50,40.52,,0
28-01-2024,SKU0070,486,71,25.24,,0
29-01-2024,SKU0070,43,144,9.64,,101
30-01-2024,SKU0070,26,72,19.97,,46
01-01-2024,SKU0071,271,57,12.25,,0
02-01-2024,SKU0071,474,78,40.18,,0
03-01-2024,SKU0071,38,93,36.52,,55
04-01-2024,SKU0071,487,111,8.98,,0
05-01-2024,SKU0071,384,68,32.96,,0
06-01-2024,SKU0071,492,108,44.34,,0
07-01-2024,SKU0071,434,129,36.38,,0
08-01-2024,SKU0071,446,68,28,,0
09-01-2024,SKU0071,288,71,19.03,,0
10-01-2024,SKU0071,247,132,44.92,,0
11-01-2024,SKU0071,49,117,24.03,,68
12-01-2024,SKU0071,358,54,43.49,,0
13-01-2024,SKU0071,437,54,40.23,,0
14-01-2024,SKU0071,282,74,41.73,,0
15-01-2024,SKU0071,208,73,49.54,,0
16-01-2024,SKU0071,123,50,38.69,,0
17-01-2024,SKU0071,462,77,6.53,,0
18-01-2024,SKU0071,341,96,14.24,,0
19-01-2024,SKU0071,248,134,6.58,,0
20-01-2024,SKU0071,402,109,13.55,,0
21-01-2024,SKU0071,283,68,7.76,,0
22-01-2024,SKU0071,150,136,27.57,,0
23-01-2024,SKU0071,63,63,6.27,,0
24-01-2024,SKU0071,483,119,26.27,,0
25-01-2024,SKU0071,240,145,45.45,,0
26-01-2024,SKU0071,166,145,38.69,,0
27-01-2024,SKU0071,239,57,47.48,,0
28-01-2024,SKU0071,48,86,15.2,,38
29-01-2024,SKU0071,186,135,28.9,,0
30-01-2024,SKU0071,147,121,19.34,,0
01-01-2024,SKU0072,188,59,27.22,,0
02-01-2024,SKU0072,110,116,30.07,,6
03-01-2024,SKU0072,383,62,6.63,,0
04-01-2024,SKU0072,264,88,15.5,,0
05-01-2024,SKU0072,278,113,36.71,,0
06-01-2024,SKU0072,236,79,39.78,,0
07-01-2024,SKU0072,390,53,30.63,,0
08-01-2024,SKU0072,158,94,17.19,,0
09-01-2024,SKU0072,59,55,23.23,,0
10-01-2024,SKU0072,498,65,9.32,,0
11-01-2024,SKU0072,316,71,47.89,,0
12-01-2024,SKU0072,74,140,44.09,,66
13-01-2024,SKU0072,487,70,7.95,,0
14-01-2024,SKU0072,464,142,12.49,,0
15-01-2024,SKU0072,227,114,31.15,,0
16-01-2024,SKU0072,153,79,15.46,,0
17-01-2024,SKU0072,355,73,47.05,,0
18-01-2024,SKU0072,465,113,39,,0
19-01-2024,SKU0072,309,62,17.3,,0
20-01-2024,SKU0072,286,143,5.27,,0
21-01-2024,SKU0072,240,75,40.98,,0
22-01-2024,SKU0072,226,147,24.08,,0
23-01-2024,SKU0072,168,69,33.91,,0
24-01-2024,SKU0072,283,110,17.91,,0
25-01-2024,SKU0072,345,55,11.43,,0
26-01-2024,SKU0072,261,92,35.39,,0
27-01-2024,SKU0072,289,98,25.26,,0
28-01-2024,SKU0072,347,58,15.58,,0
29-01-2024,SKU0072,363,86,11.19,,0
30-01-2024,SKU0072,494,65,31.12,,0
01-01-2024,SKU0073,8,53,37.65,,45
02-01-2024,SKU0073,348,81,17.77,,0
03-01-2024,SKU0073,97,133,38.08,,36
04-01-2024,SKU0073,11,142,13.24,,131
05-01-2024,SKU0073,271,144,20.23,,0
06-01-2024,SKU0073,70,66,38.52,,0
07-01-2024,SKU0073,414,90,34.71,,0
08-01-2024,SKU0073,416,138,17.17,,0
09-01-2024,SKU0073,134,94,10.5,,0
10-01-2024,SKU0073,258,65,6.91,,0
11-01-2024,SKU0073,403,69,42.71,,0
12-01-2024,SKU0073,4,91,8.38,,87
13-01-2024,SKU0073,450,59,10.17,,0
14-01-2024,SKU0073,238,101,15.7,,0
15-01-2024,SKU0073,293,109,25.06,,0
16-01-2024,SKU0073,334,97,40.54,,0
17-01-2024,SKU0073,98,72,16.14,,0
18-01-2024,SKU0073,439,82,29.46,,0
19-01-2024,SKU0073,150,126,9.07,,0
20-01-2024,SKU0073,480,74,25.9,,0
21-01-2024,SKU0073,257,99,12.99,,0
22-01-2024,SKU0073,355,149,14.5,,0
23-01-2024,SKU0073,148,137,21.51,,0
24-01-2024,SKU0073,461,119,39.26,,0
25-01-2024,SKU0073,141,128,38.48,,0
26-01-2024,SKU0073,250,104,23.67,,0
27-01-2024,SKU0073,445,147,10.34,,0
28-01-2024,SKU0073,233,117,17.63,,0
29-01-2024,SKU0073,394,127,27.74,,0
30-01-2024,SKU0073,131,53,44.12,,0
01-01-2024,SKU0074,46,77,48.57,,31
02-01-2024,SKU0074,371,78,33.69,,0
03-01-2024,SKU0074,93,131,20.78,,38
04-01-2024,SKU0074,248,133,36.21,,0
05-01-2024,SKU0074,355,97,20.13,,0
06-01-2024,SKU0074,19,145,33.15,,126
07-01-2024,SKU0074,179,121,15.97,,0
08-01-2024,SKU0074,271,62,17.01,,0
09-01-2024,SKU0074,481,92,8.39,,0
10-01-2024,SKU0074,428,58,23.91,,0
11-01-2024,SKU0074,135,89,32.82,,0
12-01-2024,SKU0074,236,95,40.5,,0
13-01-2024,SKU0074,189,107,41.47,,0
14-01-2024,SKU0074,211,146,49.66,,0
15-01-2024,SKU0074,404,105,8.95,,0
16-01-2024,SKU0074,63,61,27.19,,0
17-01-2024,SKU0074,359,74,28.46,,0
18-01-2024,SKU0074,413,138,41.2,,0
19-01-2024,SKU0074,163,65,16.99,,0
20-01-2024,SKU0074,388,100,8.12,,0
21-01-2024,SKU0074,468,129,19.12,,0
22-01-2024,SKU0074,37,148,49.28,,111
23-01-2024,SKU0074,214,136,45.47,,0
24-01-2024,SKU0074,18,121,22.79,,103
25-01-2024,SKU0074,253,102,44.43,,0
26-01-2024,SKU0074,73,101,6.47,,28
27-01-2024,SKU0074,410,116,19.14,,0
28-01-2024,SKU0074,482,73,37.71,,0
29-01-2024,SKU0074,140,135,14.97,,0
30-01-2024,SKU0074,392,63,13.93,,0
01-01-2024,SKU0075,16,71,43.78,,55
02-01-2024,SKU0075,94,147,32.72,,53
03-01-2024,SKU0075,233,149,49.51,,0
04-01-2024,SKU0075,427,80,11.06,,0
05-01-2024,SKU0075,300,134,21.03,,0
06-01-2024,SKU0075,87,107,19,,20
07-01-2024,SKU0075,297,118,44.61,,0
08-01-2024,SKU0075,50,68,16.49,,18
09-01-2024,SKU0075,244,102,20.91,,0
10-01-2024,SKU0075,466,134,11.43,,0
11-01-2024,SKU0075,441,51,39.89,,0
12-01-2024,SKU0075,112,102,15.7,,0
13-01-2024,SKU0075,441,116,8.07,,0
14-01-2024,SKU0075,413,96,24.58,,0
15-01-2024,SKU0075,388,102,22.62,,0
16-01-2024,SKU0075,7,106,12.99,,99
17-01-2024,SKU0075,36,143,11.01,,107
18-01-2024,SKU0075,46,147,45.35,,101
19-01-2024,SKU0075,99,74,8.05,,0
20-01-2024,SKU0075,344,84,9.47,,0
21-01-2024,SKU0075,172,78,16.03,,0
22-01-2024,SKU0075,240,125,47.88,,0
23-01-2024,SKU0075,388,136,8.84,,0
24-01-2024,SKU0075,480,141,41.72,,0
25-01-2024,SKU0075,190,66,45.14,,0
26-01-2024,SKU0075,341,129,22,,0
27-01-2024,SKU0075,430,98,18.23,,0
28-01-2024,SKU0075,233,105,35.48,,0
29-01-2024,SKU0075,280,122,36.62,,0
30-01-2024,SKU0075,234,52,40.1,,0
01-01-2024,SKU0076,125,71,42.38,,0
02-01-2024,SKU0076,177,144,17.08,,0
03-01-2024,SKU0076,476,63,35.91,,0
04-01-2024,SKU0076,172,52,11.07,,0
05-01-2024,SKU0076,371,87,27.98,,0
06-01-2024,SKU0076,119,136,32.58,,17
07-01-2024,SKU0076,29,70,12.28,,41
08-01-2024,SKU0076,47,100,8.44,,53
09-01-2024,SKU0076,178,73,13.76,,0
10-01-2024,SKU0076,93,145,23.93,,52
11-01-2024,SKU0076,54,94,44.95,,40
12-01-2024,SKU0076,235,118,28.94,,0
13-01-2024,SKU0076,438,146,38.68,,0
14-01-2024,SKU0076,301,93,12.84,,0
15-01-2024,SKU0076,286,96,9.77,,0
16-01-2024,SKU0076,417,106,15.78,,0
17-01-2024,SKU0076,347,68,19.12,,0
18-01-2024,SKU0076,73,83,29.66,,10
19-01-2024,SKU0076,451,52,44.66,,0
20-01-2024,SKU0076,416,88,24.17,,0
21-01-2024,SKU0076,311,141,28.35,,0
22-01-2024,SKU0076,441,124,5.21,,0
23-01-2024,SKU0076,121,109,6.5,,0
24-01-2024,SKU0076,56,59,8.77,,3
25-01-2024,SKU0076,272,89,36.45,,0
26-01-2024,SKU0076,138,51,26.88,,0
27-01-2024,SKU0076,198,94,13.68,,0
28-01-2024,SKU0076,208,76,31.67,,0
29-01-2024,SKU0076,475,102,29.51,,0
30-01-2024,SKU0076,272,58,9,,0
01-01-2024,SKU0077,360,50,33.82,,0
02-01-2024,SKU0077,137,82,39.52,,0
03-01-2024,SKU0077,409,87,17.89,,0
04-01-2024,SKU0077,133,106,35.94,,0
05-01-2024,SKU0077,336,82,13.99,,0
06-01-2024,SKU0077,15,97,39.05,,82
07-01-2024,SKU0077,102,52,46.03,,0
08-01-2024,SKU0077,242,81,24.88,,0
09-01-2024,SKU0077,89,126,16.01,,37
10-01-2024,SKU0077,3,70,22.96,,67
11-01-2024,SKU0077,61,117,16.25,,56
12-01-2024,SKU0077,211,66,5.06,,0
13-01-2024,SKU0077,247,91,34.27,,0
14-01-2024,SKU0077,191,117,6.91,,0
15-01-2024,SKU0077,496,133,14.47,,0
16-01-2024,SKU0077,55,61,37.51,,6
17-01-2024,SKU0077,488,139,34.96,,0
18-01-2024,SKU0077,458,94,8.3,,0
19-01-2024,SKU0077,406,85,34.7,,0
20-01-2024,SKU0077,288,129,46.88,,0
21-01-2024,SKU0077,30,100,8.35,,70
22-01-2024,SKU0077,390,56,23.71,,0
23-01-2024,SKU0077,469,82,37.82,,0
24-01-2024,SKU0077,388,97,35.05,,0
25-01-2024,SKU0077,420,115,15.19,,0
26-01-2024,SKU0077,0,82,12.34,,82
27-01-2024,SKU0077,197,127,40.29,,0
28-01-2024,SKU0077,44,133,48.03,,89
29-01-2024,SKU0077,46,76,39.54,,30
30-01-2024,SKU0077,451,96,48.34,,0
01-01-2024,SKU0078,221,134,32.22,,0
02-01-2024,SKU0078,285,115,46.81,,0
03-01-2024,SKU0078,80,92,36.07,,12
04-01-2024,SKU0078,443,129,45.9,,0
05-01-2024,SKU0078,279,68,12.27,,0
06-01-2024,SKU0078,286,117,41.7,,0
07-01-2024,SKU0078,283,59,13.85,,0
08-01-2024,SKU0078,428,71,6.23,,0
09-01-2024,SKU0078,490,125,28.29,,0
10-01-2024,SKU0078,387,115,19.32,,0
11-01-2024,SKU0078,188,51,6.96,,0
12-01-2024,SKU0078,38,147,49.11,,109
13-01-2024,SKU0078,82,67,34.99,,0
14-01-2024,SKU0078,407,129,45.58,,0
15-01-2024,SKU0078,326,68,49.96,,0
16-01-2024,SKU0078,429,138,22.64,,0
